0  0  
0.1  0.131159258907654  
0.2  0.318020924896196  
0.3  0.523450059911701  
0.4  0.710311725900242  
0.5  0.841470984807897  
0.6  0.917925585722558  
0.7  0.964432154013511  
0.8  0.979494066048912  
0.9  0.961614698196917  
1  0.909297426825682  
1.1  0.811242111516301  
1.2  0.66844650135667  
1.3  0.497860806975148  
1.4  0.316435239000094  
1.5  0.141120008059867  
1.6  -0.0412936187833671  
1.7  -0.242105781948513  
1.8  -0.441503382028822  
1.9  -0.619673319617544  
2  -0.756802495307929  
2.1  -0.855864186408887  
2.2  -0.930067125858251  
2.3  -0.974951397692657  
2.4  -0.986057085948741  
2.5  -0.958924274663138  
2.6  -0.883557168069994  
2.7  -0.762929043478219  
2.8  -0.612033594536594  
2.9  -0.445864514893901  
3  -0.279415498198924  
3.1  -0.0989117641401943  
3.2  0.105642483048141  
3.3  0.313585072898883  
3.4  0.504253834944833  
3.5  0.656986598718791  
3.6  0.776672659585129  
3.7  0.877086797855311  
3.8  0.950895070482784  
3.9  0.990763534420992  
4  0.989358246623381  
4.1  0.938187821897366  
4.2  0.842141555607314  
4.3  0.713956525542108  
4.4  0.566369809490629  
4.5  0.412118485241757  
4.6  0.237137427431983  
4.7  0.0329352508687216  
4.8  -0.179390356402766  
4.9  -0.378741706337217  
5  -0.544021110889367  
